text,true_label,pred_label
sandia motor speedway for sale on ebay ap ap and the race is off only 29 days and some odd hours left to place your bid on ebay to buy the sandia motor speedway,4,2
boxer begs bush to back bum bill members of california s congressional team make one last effort to look good for the tech industry back home,3,4
pen can pick some bike u locks that u shaped bike lock that you thought was so secure may be easy pickings for thieves who have nothing more sophisticated than a bic pen,3,2
show lights up paralympics the xii paralympics begins in athens after a spectacular opening ceremony,1,2
thanks for the pageviews ivan bad weather has been very good for business at weather com and other popular forecasting sites they are posting record traffic in the wake of hurricane ivan s arrival on the mainland by joanna glasner,3,4
ryder cup europe close on victory another good day at oakland hills sees europe move 11 5 clear of the usa going into sunday s ryder cup singles,1,2
malls setting curfews for unchaperoned teens columbus ohio it s 10 on a friday night and all 15 year old sylvia fallon wants is to hang out with her friends at the mall,3,2
in china s changing society psychotherapy gains acceptance beijing step back confucius move over mao dr freud is making the rounds once vilified by the communists as a remnant of bourgeois imperialism the practice of psychology and especially the western ritual of going to a therapist is gaining popularity in this country of budding capitalists,1,4
eu transport chief hails alitalia accord afp afp eu transport and energy commissioner loyola de palacio hailed the accord reached between alitalia management and staff on a major restructuring plan aimed at keeping the struggling airline in the air,1,3
voip becomes new option jackson is one of the first to take advantage of time warner cable 39 s new venture into voice over internet provider voip telephone service here and she says it works great,3,4
oracle v peoplesoft the joke is on opinion i thought it was a joke when oracle first announced that it was going to try to buy peoplesoft or at best a spoiling tactic over peoplesoft 39 s acquisition of jd edwards,3,4
porn processor settles deceptive billing charges washington reuters a pornography bill processing company has agreed to forego 17 million that it billed computer users in order to settle deceptive business charges the u s federal trade commission said on monday,4,3
young people practicing unhealthy habits they show greatest increase in smoking obesity and poor eating study says healthdaynews smoking obesity and poor eating habits increased among young people in the united states in the 1990s a trend that may lead to higher future rates of cancer heart disease diabetes and lung disease as that generation ages that warning comes from a study in the september october issue of the american journal of health promotion,4,3
cure a 4 letter word for cancer doctors at a time when more people are cured of cancer than ever before fewer doctors seem willing to say so they call the cancer undetectable or in remission they tell patients they can quit seeing cancer specialists they quote statistics and say chances are slim that the disease will come back,4,3
malaysia expects to resume poultry exports to singapore soon by channel newsasia 39 s malaysia correspondent melissa goh kuala lumpur malaysia expects to resume export of poultry and eggs from two states to singapore by the end of this month but only after meeting conditions set by the island,1,3
rogers wireless whistles and fido responds its official microcell telecommunications fido wireless service will be the new dog in rogers wireless communications canadian kennel and that puppy wasnt cheap,3,4
hyperion targets broader base new essbase 7x is intended to draw customers beyond hyperion s usual corporate finance crowd,4,3
aol pushes into internet shopping looking for new ways to boost its revenue america online is launching an online shopping service that won 39 t require an aol account to access,3,4
bush scraps most u s sanctions on libya reuters reuters president bush on monday formally ended the u s trade embargo on libya to reward it for giving up weapons of mass destruction but left in place u s terrorism related sanctions,4,1
study wrecks jump 3 days after terrorism fatal traffic accidents increase sharply in israel on the third day after a terrorist attack and researchers are searching for an explanation why,4,1
clouds darken peoplesoft conference san francisco peoplesoft inc is trying to create a party like atmosphere at its annual customer conference but this week s gathering may feel more like a wake with rival oracle corp s 7 7 billion takeover bid looming larger than ever,3,4
ask jeeves retools search engine in bid to catch google yahoo san francisco hoping to emerge from the shadow of its more popular rivals ask jeeves inc is adding new tools for visitors to save and organize links to web pages they find through the company s online search engine,3,4
india seeks new tv bids the indian board re opens the bidding for tv rights after australian threaten to cancel their tour,1,3
internet ad revenues jump 40 percent internet advertising revenues jumped 40 percent in the first half of this year driven largely by the growing popularity of keyword ads tied to search results,4,3
child abuse leads to adult heart disease by ed edelson healthday reporter healthdaynews children who are abused or neglected grow up to be adults with a significantly greater risk of heart disease a new study says it s the first study to show a direct link between a wide range of childhood problems and ischemic heart disease blockage of the arteries that leads to heart attacks and other major problems said maxia dong a medical epidemiologist at the u s,4,1
jury calls wtc attack two events silverstein had hoped the 11 member jury would determine that the language of the insurance policy treated the attacks as two occurrences,3,1
nothing robotic about robo art the artbots show in new york this past weekend proved that robots can wax artistic too or at least carry out the instructions of their artistic creators cyrus farivar reports from new york,4,1
stocks close higher on brokerage earnings new york stocks dashed higher tuesday as investors welcomed strong earnings from financial services companies upbeat economic data and some reassuring news from the federal reserve the fed s decision to raise short term interest rates by another quarter percentage point to 1 75 percent did not come as a surprise to the market,1,3
peoplesoft ceo conway maintains defiant tone september 21 2004 idg news service with 15 000 attendees at peoplesoft inc 39 s connect 2004 user show waiting to hear how the company would handle oracle corp,3,4
senate panel gives nasa extra money ap ap nasa would get 36 16 4 billion next year under a bill a senate committee approved tuesday reversing a decision by house lawmakers to cut the space agency s budget below this year s levels,1,4
guilty plea seen in computer associates case steven woghin the former general counsel of computer associates will plead guilty to criminal charges,3,4
spread of gm grass raises fears of crossbreeding pollen from a genetically modified grass was found 21 kilometres from where it was planted scientists reported in a study published tuesday raising fears of transgenic crossbreeding,3,4
walking link to low dementia risk walking may protect the elderly from developing dementia research suggests,1,4
asia to outperform this year lower growth seen in 2005 adb afp afp developing asia is set to outperform this year with higher than expected growth of 7 0 percent despite high oil prices but it will slow in 2005 in tandem with the developed world the asian development bank adb said,1,3
number of kids on antidepressants drops dramatically new york ap the number of children taking antidepressants has dropped dramatically since the food and drug administration cautioned that the drugs can provoke suicidal behavior according to a study pharmacy benefit manager medco health solutions found that the number of children taking antidepressants fell 18 percent in the first quarter and an additional 5 percent in the second quarter,4,3
vz wireless slams national 411 directory washington verizon wireless the nation 39 s largest wireless carrier clashed with other cellular carriers on tuesday telling a us senate committee that a proposal for a national wireless telephone directory is a quot terrible idea quot and that the proposal,3,4
saudi arabia qatar kuwait still risky investments study afp afp investing remains risky in saudi arabia qatar and kuwait notably because the presence of us forces in the region makes these countries vulnerable to terrorist attacks a security consulting firm said,3,1
toyota some security firms promise too much if it sounds like you are being offered a panacea then it s time to change the conversation says an exec for the firm,4,3
mobile boom draws telecom manufacturing to india bangalore india an anticipated boom in mobile telephony use in india is attracting multinational and local companies to establish manufacturing operations in the country,4,3
cbs fined 36 550 000 for jackson stunt ap ap cbs got the bill wednesday for janet jackson s eye catching flash dance during the super bowl halftime show a record 36 550 000,2,1
peoplesofts big bash see you next year in las vegas proclaimed a marquee at the peoplesoft user conference in san francisco in late september it was one of many not so subtle attempts by the company to reassure its customers,3,4
commission backs 5bn british energy deal british energy the nuclear generator yesterday welcomed a decision by the european commission to approve a government backed 5bn rescue plan,3,1
deal in congress to keep tax cuts widening deficit republican and democratic leaders agreed to extend 150 billion worth of tax cuts sought by president bush without trying to pay for them,1,3
russian atmosphere hard for westerners the government has eviscerated russia 39 s western style oil company yukos in what has been widely viewed as political payback,3,1
rumours surround google browser the search giant google is rumoured to be working on its own web browser,3,4
peoplesoft plays defense the business software maker inks a deal with ibm but it isn t likely to dissuade oracle,3,4
dinosaur may have been stealth hunter ap ap the strike would have come out of nowhere one second the fish was swimming placidly no danger in sight a moment later it was lunch,4,2
mass court denies new trial for convict boston the state appeals court on thursday declined to allow a new trial for a father convicted of beating a man to death at their sons 39 hockey practice,2,1
islands press govt to reverse phone call decision diplomats from a number of islands in the south pacific are reported to be pressing the government to reverse a decision to block all phone calls made to the islands,4,1
dogs said to smell cancer signs london it has long been suspected that man s best friend has a special ability to sense when something is wrong with us now the first experiment to verify that scientifically has demonstrated that dogs are able to smell cancer,1,4
baby for ovary transplant woman a belgian cancer patient made infertile by chemotherapy has given birth following revolutionary treatment,4,1
heathrow refuellers to push ahead with strike plans aircraft refuellers at heathrow airport have vowed to push ahead with strike plans this weekend potentially disrupting flights after last ditch pay talks collapsed their union says,3,1
airbus drops out of microsoft appeal aircraft builder withdraws its request to intervene in microsoft s antitrust appeal boeing also forgoes intervention,4,3
mom hugs miracle baby after ovarian transplant reuters reuters ouarda touirat her day old baby daughter nestling in her arms said friday she had never lost hope that she could conceive after cancer treatment left her infertile,4,1
calvin murphy removed as rockets broadcaster murphy will go to trial nov 4 on charges he molested his daughters a state district judge said tuesday murphy is charged with three counts of indecency with a child and three counts of aggravated sexual assault punishable by up to life in prison,2,1
locusts encroach on west african rice growing area reuters reuters west africa s worst locust plague for 15 years has encroached on one of the region s largest rice growing areas authorities in mali said on friday,4,1
rivals ocean spray northland make peace cranberry juice rivals ocean spray and northland have ended their legal battle and agreed to join forces the companies said friday that ocean spray will take over its smaller rival 39 s,3,1
calif oks world s toughest smog rules los angeles california air regulators friday unanimously approved the world s most stringent rules to reduce auto emissions that contribute to global warming a move that could affect car and truck buyers from coast to coast under the regulations the auto industry must cut exhaust from cars and light trucks by 25 percent and from larger trucks and sport utility vehicles by 18 percent,1,3
scientist ramanna mourned bombay raja ramanna the scientist who pioneered india 39 s drive to become a nuclear power died yesterday in bombay at age 79,1,4
dodgers nip giants 3 2 in crucial series san francisco shawn green can sit out saturday knowing he was a huge help to the dodgers during their crucial series against san francisco green hit a two run homer in los angeles 3 2 victory over the giants on friday night a day before the first baseman will miss a game to observe the jewish holiday yom kippur,1,2
men women more different than thought chicago beyond the tired cliches and sperm and egg basics taught in grade school science class researchers are discovering that men and women are even more different than anyone realized it turns out that major illnesses like heart disease and lung cancer are influenced by gender and that perhaps treatments for women ought to be slightly different from the approach used for men,1,4
robby gordon planning to proceed with caution robby gordon plans to join the oil spills the tire chunks the sharp pieces of debris and the other typical racetrack hazards on sunday,2,3
soldiers war blogs detail life in iraq iraq war blogs are as varied as the soldiers who write them some sites feature practical news war pictures and advice some are overtly political with more slanting to the right than to the left some question the war some cheer it,4,1
no ticket matched all four numbers and the megaball in friday 39 s lt b gt lt b gt no ticket matched all four numbers and the megaball in friday 39 s mega money drawing of the florida lottery the numbers drawn were 10 18 19 22 the megaball was 6 twelve tickets matched four of the numbers,3,2
a wandering congress trips over the us constitution that is the one word message of advice that citizens wanted to send to members of congress at the end of last week both the house of representatives and the senate looked as if they are having trouble seizing,3,1
adobe updates raw plug in with digital negative format adobe has updated photoshop 39 s support for digital cameras 39 raw image formats the new plug in adds to the number of camera models supported and includes a utility for converting images into the dng digital negative format,3,4
kill the poor i ve been a soup van volunteer for three months plus a couple of weeks i ve also been casually mentioning this example of my beneficence in everyday conversation for about the same length of time i use this particular phrasing rather than i work on a soup van because what i m trying to emphasise is that i didn t take it up lightly or gingerly in the beginning i didn t know exactly how it would turn out but i did know that i wanted to be good between then and now an awful lot became clear,4,2
plan b proposes its own alternatives donnie downs president and chief executive of plan b technologies inc said the company itself is a plan b,4,3
sc to hear zee petition tommorrow five judges of the top court will hear a petition filed by zee telefilms on tuesday a three judge panel of the supreme court said a five judge bench would hear the dispute that threatens the rights of india 39 s,2,3
sports court hears hamm gold medal appeal lausanne switzerland paul hamm appeared before the sports world s highest court monday to argue why he should he keep his olympic gymnastics gold medal the court of arbitration for sport convened to hear the appeal from a south korean gymnast who believes he was unfairly deprived of the gold in the men s all around event in athens last month because of a scoring error,1,2
holiday stamps to be issued in oct ap ap holiday postage stamps celebrating christmas hanukkah and kwanzaa will be issued next month the u s postal service announced monday,1,3
dell aol team up in schools initiative round rock texas dell inc and america online inc announced a partnership monday to provide 5 000 low income students with free refurbished personal computers and a year 39 s worth of internet access,3,4
gold indian coin expected to fetch 36 27 000 reuters reuters an indian gold coin which is nearly 1 900 years old and shows one of the earliest depictions of buddha is to be sold at auction where it is expected to fetch up to 15 000 pounds 36 27 000,4,1
embattled mortgage giant agrees to meet new standards fannie mae agreed to keep more cash on hand while it corrects accounting problems a u s regulator said,1,3
senate weighs h 1b visa changes u s senators are debating a controversial measure to exempt foreign student graduates from the cap on h 1b visas,4,1
cowboys defeat redskins 21 18 landover md bill parcells celebrated the touchdown with a big smile and his fist thrust high in the air,1,2
gas prices up 5 cents after hurricane ivan camarillo calif gas prices jumped more than 5 cents a gallon in the past two weeks largely because of supply problems related to hurricane ivan an industry analyst said,4,3
virgin mobile growth prospects disappoint richard branson 39 s virgin mobile has forecast substantially higher earnings and margins but disappointing predictions for service revenue,3,4
oil companies in nigeria say they won 39 t give in to threats major oil companies operating in nigeria 39 s oil rich southern region say they will not give in to threats of attacks on their facilities and employees by militias,1,3
consumer confidence dips in september new york job worries helped push consumer confidence down in september for the second consecutive month a new york based private research group said tuesday the consumer confidence index fell 1 9 points to 96 8 from a revised reading of 98 7 in august according to the conference board,1,3
virgin starts 70 mile high club with the misery that has plagued the airline industry recently the last place you 39 d expect to see some inspiring heck potentially rule breaking thinking would be from an airline entrepreneur,4,3
us consumer confidence down for second month as job woes deepen afp afp us consumer confidence fell for the second straight month in september as the outlook for jobs deteriorated the conference board said,3,1
cendant near deal to buy orbitz for 36 1 2 bln source reuters reuters travel and real estate company cendant corp is close to an agreement to buy online travel site orbitz inc for about 36 1 2 billion in cash a source close to the talks said on tuesday,4,3
amazon sues spammers for misleading consumers seattle amazon com has filed three lawsuits in king county superior court against unidentified defendants who allegedly forged e mails and web sites to fool consumers into thinking they are doing business with the internet retailer,3,4
official mlb to move expos to washington washington major league baseball will announce wednesday that washington will be the new home of the montreal expos bringing the national pastime back to the nation s capital for the first time in 33 years the associated press has learned a city official speaking on condition of anonymity said washington has been notified by major league baseball of the impending announcement,1,2
new 50 bill designed to counter counterfeits washington the green is still there but with touches of blue red and yellow a stylized image of the stars and stripes now waves in the background,3,4
bluegene sneaks past earth simulator the earth simulator an nec supercomputer is surpassed at last ibm announced yesterday that its blue gene l supercomputer had achieved a sustained performance of 36,3,4
cricket dubai global academy the international cricket council are to open a global cricket academy designed to improve standards of lesser nations,1,2
travelzoo shares rise as offering rumor fades reuters reuters shares of internet travel site travelzoo inc rose nearly 4 percent on wednesday as market rumors of a secondary stock offering faded,4,3
colombia back in business needs reforms uribe colombia is back in business and the andean country has ample room for growth backed by aggressive and transparent government policies but with some challenges,3,1
i b m agrees to settle part of giant pension case i b m said that it had agreed to pay 320 million to its employees to settle in part a class action lawsuit over its pension plan,4,3
immunity in ebbers case opposed in u s filing new york sept 29 federal prosecutors told a judge in a filing late tuesday night that they have evidence that former worldcom inc chief executive bernard j ebbers knew company officials had improperly tinkered with the telecommunications firm s accounting to boost its publicly reported profits,4,3
poor who 39 s poor poverty is down the proportion of people living on less than 1 a day decreased from 40 to 21 per cent of the global population between 1981 and 2001 says the world bank 39 s latest annual report,1,3
ibm claims its bluegene supercomputer is the fastest ibm corp on wednesday said it has developed the world 39 s fastest computer a 16 000 processor version of its bluegene l supercomputer,3,4
man arrested for fatally stabbing elderly parents saitama a middle aged man who fatally stabbed his parents has been arrested police said hideo nakajima an unemployed man from soka saitama prefecture apparently called police shortly before 8 pm wednesday,4,1
tough talks ahead after eu is criticized efforts to forge the world s largest free trade zone between the european union and south america s mercosur economic bloc are unlikely to be concluded by an oct 31 deadline the eu said thursday with both sides declaring each other s trade offers insufficient,1,3
pharma groups work on epc issues sept 30 2004reacting to calls from pharmaceutical retailers distributors and manufacturers epcglobal has added a new action group to specifically study the pharmaceutical industry,4,3
august chip sales growth slows on high inventory san francisco reuters global semiconductor sales growth slowed to 1 percent in august as electronics makers reacted to growing inventories in asia by limiting orders of chips an industry trade group said on thursday,4,3
hasbro s no conehead its saturday night live version of trivial pursuit is good strategy for staying ahead of age compression,3,2
opportunity rings forbes com forbes com this past summer 25 000 consumers aged 18 to 24 received short text messages on their cell phones alerting them to numbers on 225 million bottle caps of snapple iced tea pink lemonade and the like people holding a winning number announced by text message and traditional media landed overseas trips and walk on parts on tv shows,4,3
sports in brief he yelped after his second drive his knees buckled after making contact on the sixth tee see photo at left he stopped a half dozen times and lifted his shirt so his caddie could rub heating cream between his shoulder blades,2,4
dare you fight the possessed tomatoes quirky stick figure kingdom of loathing shows continued promise of independent game writing,4,1
siemens in 2 69bn deal with bbc german industrial giant siemens has signed a 2 69bn contract to deliver technology services around the world to the bbc a deal that will see it acquire the broadcasters technology subsidiary,3,4
research is definitely in motion the blackberry wireless device maker is straining to exceed expectations,3,4
stocks climb on strong economic data new york newly optimistic investors sent stocks sharply higher friday propelling the dow jones industrials up more than 100 points after economic data showed strength in manufacturing and construction wall street greeted the departure of peoplesoft inc s chief executive by buying up technology shares,1,3
molson issues earnings warning montreal molson inc has served up a warning of disappointing summer quarter earnings saying sales have been slow in canada and profitability has been squeezed in brazil,3,1
fortune s 100 most doomed your company made it to fortune s 100 fastest growing companies list is that a good thing,3,4
bangkok animal trade talks open the rules controlling the trade in many at risk wildlife species may change at a bangkok meeting starting on saturday the 166 member states of the convention on international trade in endangered species of,1,4
corporate krueger haunts peoplesoft a few weeks ago the then ceo of peoplesoft craig conway posed the following question to attendees at a technology conference quot have you ever had a bad dream that never ended,3,4
perry oks money for aps as more accusations arise the state 39 s adult protective services agency will get an emergency infusion of 10 million to correct the kinds of problems that have arisen in el paso,3,4
the c e o vanishes and other mysteries why did peoplesoft in the midst of a takeover fight with oracle fire its chief executive and president who knows and that s a problem,4,3
lucent s history a case study in wild rides if you ve ever wondered what ignited america s late 1990s obsession with telecom and tech stocks you could well argue it all started with lucent technologies,3,4
finley 39 s slam wins wild west for la los angeles steve finley immediately raised his arms over his head as if to show there really might be a great dodger in the sky looking after him and the los angeles franchise after a nine year title drought,2,4
flu sidelines clemens on sunday roger clemens was scratched from his start on sunday after spending most of the overnight hours battling a stomach virus clemens 39 blood pressure was slightly elevated,2,1
mobile phone network reaches last of china s ethnic minorities afp afp china has brought its mobile phone network to the last of its ethnic minority regions previously cut off from communication with the outside world state media reported,4,1
nikkei opens higher reuters reuters the nikkei average rose 1 37 percent at the opening on monday as a recovery in u s stocks encouraged investors to seek bargains among lagging issues including canon inc and other high tech issues,1,3
us football patriots historic win new england win a record tying 18th straight game plus an nfl round up,1,2
brewers buyer expected to step out of the shadows monday milwaukee paul attanasio says the story of his brother buying a baseball team is like a script straight out of hollywood he should know,3,2
fable nascar 2005 chase for the cup fable comes with a big reputation behind it it was developed by peter molyneux creator of such involved engrossing games as populous and black and white,4,2
sbc links e mail voice messages fax sbc on monday announced a new service that integrates voice messages faxes and e mails into a single mailbox that can be accessed from anywhere by phone or the internet,3,4
opm delving deeper into employees 39 backgrounds which sets hiring and employment standards for the government is reviewing its employees to ensure that they are suitable for jobs involving the quot public trust,4,3
navy streamlines nmci contract officials at the navy and contractor eds said they have reached an agreement to revise performance measurements on the navy marine corps intranet contract which eds called a critical step toward billing nmci seats on a 100 percent basis,4,3
halliburton set for spotlight in vp debates reuters reuters a name likely to come up in tuesday s vice presidential debate is halliburton the texas company once run by dick cheney that democrats say is an example of cronyism because of its lucrative iraq deals,1,3
it 39 s time for tech firms to bet on growth industry leaders have been offering too few innovations and too many marginal upgradesat not so marginal prices there 39 s a joke going around that our lives have become so boring that we 39 ve taken up watching people play cards on tv,4,3
supreme court turns down 39 do not call 39 case supreme court the supreme court is refusing to hear a challenge to the federal do not call telephone registry telemarketers have been trying to invoke free speech rights to do away with the ban on unwanted phone solicitations,3,1
judge challenges eu position on microsoft reuters reuters a top european union judge challenged the eu executive s reasoning in its antitrust court battle with microsoft corp friday questioning why it opposed the u s software giant s setting industry standards,4,3
peoplesoft down on testimony forecast investors react to a disappointing earnings projection and to testimony that dampens hopes of negotiations with oracle,4,1
new siebel chief outlines chapter 2 for crm vendor after 10 years of focusing on product development and delivery ceo michael lawrie says siebel had to recognize that technology is only one part of the crm equation,3,4
gordon cooper nasa mercury pioneer dies los angeles gordon cooper who was the youngest and perhaps cockiest member of the original mercury astronauts and set the space endurance record that helped clear the way for the first moon landing has died he was 77,1,4
u s seeks reconciliation with oil rich venezuela sao paulo brazil reuters the united states said on monday it will seek better ties with oil rich venezuela in the clearest sign since president hugo chavez won a recall referendum in august that washington is looking for reconciliation with the firebrand populist,1,3
feds kick off digital tv consumer campaign washington it 39 s one of the biggest technical changes in television since color tv the digital transition and because many americans remain in the dark about it federal regulators began an education campaign monday to enlighten them,3,4
sec considering civil action over 3 aig press releases american international group inc said it has been informed by the securities and exchange commission that it could face a civil action over three of the company s press releases two of which came out in recent weeks,3,1
russia may ratify kyoto protocol in oct minister reuters reuters the russian government expects parliament to ratify the kyoto protocol this month in a move allowing the long delayed climate change treaty to come into force worldwide a senior minister said monday,4,1
webcrawler a9 com is cool now heres something else thats off the mind theres no more need to make mental or computer notes while searching the internet,3,4
tennis night final for aus open the centenary australian open will be the first grand slam event to stage its final at night,1,2
is peoplesoft waiting for the right price a company board member testifies in trial that a sale would be possible if oracle ups its offer,4,3
chip and pc stocks mixed on warnings semiconductor stocks were mixed tuesday after advanced micro devices inc warned quarterly revenue would be lower than expected due to sluggish sales of flash memory chips used in mobile phones and other devices,3,4
ca aquires computer security firm computer associates international inc as promised is back in the acquisition game scooping up its second computer security company in as many months with an agreement to buy netegrity inc,3,4
how to take the perfect penalty a sports psychologist says how footballers should prepare themselves for the high pressure penalties,4,2
ca to buy netegrity for 430 million com october 6 2004 7 36 am pt this fourth priority 39 s main focus has been improving or obtaining crm and erp software for the past year and a half,3,4
qatar defense show focuses on videogame technology doha reuters rick bracewell is driving through baghdad when gunmen open fire then a nearby dead dog strapped with explosives blows up and his vehicle goes up in flames,4,1
stern to join sirius satellite radio new york howard stern has long had two words for the federal communications commission and in 15 months he can finally utter them on the air the self proclaimed king of all media perhaps the most influential radio voice of the last 20 years is shifting his salacious act to satellite radio and freeing himself from the increasingly harsh glare of federal regulators,1,3
ex bush official on cybersecurity returns ap ap howard schmidt a highly regarded technology executive who was former special adviser to president bush for cybersecurity is returning to work with the homeland security department on efforts to protect the nation s computer networks,1,4
howard stern says he plans to jump to satellite radio after heavy f c c fines howard stern expects to deliver my show my way in the mostly unregulated medium,1,3
expansion may lead to division the asia europe meeting asem will hold its fifth summit in hanoi in october amidst a recent crisis over the inclusion of myanmar,1,3
34 tech firms sued for alleged lcd patent theft honeywell has issued lawsuits against 34 companies including dell apple sony and toshiba alleging lcd panels used in their products infringe a 1992 patent the company holds,3,4
unisys to lay off 1 400 workers unisys corp plans to cut 1 400 jobs primarily in general and administrative areas and consolidate its office space worldwide it announced wednesday the cuts represent 3 8 percent of the company s staff of 37 000,4,3
statement by airbus on the us government for formal consultations lt b gt lt b gt airbus has fully supported all recent actions by the european commission to engage with the us government in serious discussions on comprehensive new disciplines on government support,3,4
nintendo to unveil handheld upgrade facing its biggest threat ever from the arrival of sony corp in the portable video game machine market japanese game maker nintendo co,3,4
fujitsu siemens profit grows 60 percent fujitsu siemens computers holding bv europe 39 s largest remaining computer manufacturer posted a 60 percent leap in profit for the first half of its fiscal year on higher sales of laptops and servers to business customers the company said wednesday,4,3
employment picture expected to improve new york a rash of job cuts more than 10 000 layoffs just this week from a handful of companies has created some gloom on the jobs front but friday s release of jobs data for september was expected to show a steady unemployment rate and creation between about 50 000 to 250 000 new jobs though uncertainties such as the effects of last month s hurricanes kept the estimates all over the map said wachovia corp,1,3
mark cuban prompts dot com redux reporteri 39 s notebook san francisco hope and cynicism sparred to a draw on tuesday at the glitzy opening banquet of web 2 0 conference here as serial entrepreneur and reality tv show host mark cuban took the stage to talk about what 39 s next for the 10 year,4,2
skyboxes may reach a limit verizon communications inc would seem to be a prime candidate to snap up a luxury suite at the 440 million ballpark being planned for washington s major league baseball team,3,2
at amp t wireless gets in tune at amp t wireless nyse awe recently debuted its mmode music store developed together with loudeye nasdaq loud and microsoft nasdaq msft the store allows subscribers to browse,4,3
aisin finishes deal for michigan land handy township a japanese auto supplier said thursday it completed the purchase of about 750 acres of michigan land for a proving ground,3,2
woman s death probed public health officials are investigating why a 38 year old woman died two weeks after undergoing gastric bypass surgery at saint anne s hospital in fall river the hospital has stopped offering the surgery during the state probe and an internal review,3,1
lackluster jobs report pushes stocks down new york investors pushed stocks lower friday as a surprisingly lackluster job creation report deepened wall street s pessimism over the health of the economy a solid earnings report from general electric co,1,3
sun settles kodak patent suit sun microsystems says it will pay kodak 92 million to settle a high profile patent suit involving sun 39 s java programming technology,3,4
shock jock group boosts satellite radio profile when radio shock jocks opie and anthony considered their next career move after two firings in four years the twisted twosome was ready to feign rehabilitation or at least that was the plan when they sat down with satellite radio executives,4,3
american economist expected to win nobel ap ap americans have dominated the annual nobel memorial prize in economic sciences five years running and it may not surprise nobel watchers if the trend continues,3,1
study few americans buy drugs online new york only 4 percent of americans have ever used the internet to buy prescription drugs and even fewer do so through foreign pharmacies despite web sites maintained by a handful of states to help citizens import medicines more cheaply from canada a new study finds a majority 62 percent believe drugs bought online are less safe than those purchased from a local pharmacy accepting the federal government s stated concerns in opposing drug imports the pew internet and american life project said in a report sunday,1,4
new pension would help millions britain s pension system could easily be replaced by a new payment that would make millions better off a report says,3,1
senate resolves corporate tax bill delay sen mary landrieu d la is shown in washington in this nov 11 2003 file photo known as one of the senate 39 s more moderate democrats landrieu undertook a fiery defense sunday oct 10 2004 of military,3,1
cellphone industry hits snag as it woos untapped market the mobile phone industry is turning its attention to the last untapped demographic people over 65,1,4
ken caminiti 1996 nl mvp dies at age 41 new york ken caminiti the 1996 national league mvp who later admitted using steroids during his major league career died sunday he was 41,1,2
legendary all rounder miller dies keith miller arguably australia s greatest all rounder in test cricket has died in melbourne aged 84,1,2
intel defeats amd in court amd 39 s attempt to persuade the us court to sanction the release of over 60 000 pages of intel documentation to a european commission anti trust enquiry has failed,3,4
t online returns to deutsche telekom mothership german incumbent telco deutsche telekom announced over the weekend it is to begin taking its internet division t online back entirely within the mother corporation,3,4
nobel economics prize awarded norwegian born finn kydland and edward prescott of the united states won the 2004 nobel economics prize the royal swedish academy of sciences said on monday,3,1
finnish watchdog raps tv game operators reuters reuters finland s consumer watchdog said on monday it had reprimanded broadcasters for causing children to run up huge mobile phone bills with interactive television game and chat programs,1,4
another oracle exec says company might lower offer price for lt b gt lt b gt wilmington del another oracle executive says the company could lower its offering price for rival peoplesoft during testimony this morning in delaware oracle co president safra catz said peoplesoft 39 s declining,3,4
cocoa farmers issue strike threat unions are threatening a general strike in the ivory coast in a protest against the prices farmers are paid for their cocoa supplies,3,1
linux paris weighs a shift to open source camp paris the open source computer system known as linux won a tough battle over microsoft earlier this year when the city of munich decided to change the operating software of 14 000 government computers despite the personal intervention of steve ballmer,3,4
skorea s samsung to invest 24 billion dollars in new chip lines afp afp south korea s samsung electronics co the world s largest memory chipmaker said it would invest some 24 billion dollars in building new chip production lines over the next six years,1,4
japan loses whale trade bid a un meeting has harpooned a japanese bid to ease curbs on trade in whale products but a defiant tokyo accused the west of quot cultural imperialism quot and vowed to press efforts to expand whaling,1,3
highlights of what congress has done ap ap highlights of what congress has done 151 and has not done 151 this year,1,4
kenyan laureate urges rich nations to ratify kyoto reuters reuters kenya s nobel peace prize winner wangari maathai on monday urged wealthy nations to ratify the kyoto protocol on climate change to ease the burden of pollution on poor countries,4,1
cricket tendulkar to miss test sachin tendulkar is almost certain to miss thursday s second test against australia in madras,1,2
oil prices earnings send stocks lower new york investors sent stocks lower tuesday as oil prices crossed another milestone 54 per barrel earnings reports from heavyweights johnson johnson and merrill lynch co,1,3
oracle vs peoplesoft lies and lying ceos who tell them peoplesoft 39 s board knew that ceo craig conway had erred in his comments so it filed a corrected version of the meeting transcript with the securities and exchange commission,4,3
microsoft launches new media center pc microsoft corp msft o on tuesday unveiled a new version of its windows xp media center adding features such as instant messaging and high definition television to a personal computer designed for the living room,3,4
rumors suggest photo ability to be added to ipod quot apple has invested heavily in technology to edit pictures not having a portable device to show them seemed an obvious oversight that would be corrected once the price of the displays,3,4
amazon leaves jungle business the company has no further expansion plans after buying a chinese website also virgin joins quest for a better ipod hellip peoplesoft makes promise that oracle will live up to hellip and more,3,4
dreamworks animation ipo set at 29m shares underwriters for dreamworks animation skg inc producer of the blockbuster shrek movies tuesday set the terms of the company s pending initial public offering at 29 million common shares with an estimated price range of 23 to 25 a share,4,3
australia wallets trump war a majority of australians oppose the iraq war but they turned out to be more concerned about the economy,1,3
lazard adversaries edge closer to a deal bruce wasserstein head of lazard could reach an agreement as early as this week with michel david weill the chairman extending the deadline for,3,4
